PathBank ID,Pathway Name,Pathway Subject,Metabolite ID,Metabolite Name,HMDB ID,KEGG ID,ChEBI ID,DrugBank ID,CAS,Formula,IUPAC,SMILES,InChI,InChI Key
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000921,S-Adenosylmethionine,HMDB0001185,C00019,15414.0,DB00118,485-80-3,C15H23N6O5S,"[(3S)-3-amino-3-carboxypropyl]({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl})methylsulfanium",C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,"InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1",MEFKEPWMEQBLKI-AIRLBKTGSA-O
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000749,S-Adenosylhomocysteine,HMDB0000939,C00021,16680.0,,979-92-0,C14H20N6O5S,"(2S)-2-amino-4-({[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl}sulfanyl)butanoic acid",N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,"InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",ZJUKTBDSGOFHSH-WFMPWKQPSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C057892,N-methylethanolamine phosphate,,C01210,57781.0,,,C3H9NO4P,2-(methylamino)ethyl hydrogen phosphate,CNCCOP(O)([O-])=O,"InChI=1S/C3H10NO4P/c1-4-2-3-8-9(5,6)7/h4H,2-3H2,1H3,(H2,5,6,7)/p-1",HZDCAHRLLXEQFY-UHFFFAOYSA-M
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C057893,N-dimethylethanolamine phosphate,HMDB0060244,C13482,58641.0,,,C4H11NO4P,[2-(dimethylamino)ethoxy]phosphonic acid,CN(C)CCOP(O)([O-])=O,"InChI=1S/C4H12NO4P/c1-5(2)3-4-9-10(6,7)8/h3-4H2,1-2H3,(H2,6,7,8)/p-1",BLHVJAAEHMLMOI-UHFFFAOYSA-M
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C001202,Phosphorylcholine,HMDB0001565,C00588,18132.0,DB03945,107-73-3,C5H15NO4P,[2-(trimethylazaniumyl)ethoxy]phosphonic acid,C[N+](C)(C)CCOP(O)(O)=O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1",YHHSONZFOIEMCP-UHFFFAOYSA-O
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000057,Cytidine triphosphate,HMDB0000082,C00063,17677.0,DB02431,65-47-4,C9H16N3O14P3,"({[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",PCDQPRRSZKQHHS-XVFCMESISA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000170,Pyrophosphate,HMDB0000250,C00013,18361.0,DB04160,14000-31-8,O7P2,(phosphonooxy)phosphonic acid,[O-]P([O-])(=O)OP([O-])([O-])=O,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-4",XPPKVPWEQAFLFU-UHFFFAOYSA-J
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C043034,CDP-Choline,HMDB0001413,C00307,16436.0,,987-78-0,C14H26N4O11P2,"{2-[({[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl phosphono)oxy]ethyl}trimethylazanium",C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,"InChI=1S/C14H26N4O11P2/c1-18(2,3)6-7-26-30(22,23)29-31(24,25)27-8-9-11(19)12(20)13(28-9)17-5-4-10(15)16-14(17)21/h4-5,9,11-13,19-20H,6-8H2,1-3H3,(H3-,15,16,21,22,23,24,25)/t9-,11-,12-,13-/m1/s1",RZZPDXZPRHQOCG-OJAKKHQRSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000065,Choline,HMDB0000097,C00114,15354.0,DB00122,62-49-7,C5H14NO,(2-hydroxyethyl)trimethylazanium,C[N+](C)(C)CCO,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",OEYIOHPDSNJKLS-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000353,Calcium,HMDB0000464,C00076,29108.0,DB01373,14127-61-8,Ca,calcium(2+) ion,[Ca++],InChI=1S/Ca/q+2,BHPQYMZQTOCNFJ-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C001065,Oxygen,HMDB0001377,C00007,15379.0,,7782-44-7,O2,oxidanone,O=O,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C057904,βine aldehyde hydrate,,C07345,15870.0,,,C5H14NO2,"(2,2-dihydroxyethyl)trimethylazanium",C[N+](C)(C)CC(O)O,"InChI=1S/C5H14NO2/c1-6(2,3)4-5(7)8/h5,7-8H,4H2,1-3H3/q+1",HEHORKLRCFPRON-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000967,βine aldehyde,HMDB0001252,C00576,15710.0,DB04401,7418-61-3,C5H12NO,trimethyl(2-oxoethyl)azanium,C[N+](C)(C)CC=O,"InChI=1S/C5H12NO/c1-6(2,3)4-5-7/h5H,4H2,1-3H3/q+1",SXKNCCSPZDCRFD-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000721,NAD,HMDB0000902,C00003,15846.0,,53-84-9,C21H28N7O14P2,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1lambda5-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BAWFJGJZGIEFAR-NNYOXOHSSA-O
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000030,βine,HMDB0000043,C00719,17750.0,,107-43-7,C5H11NO2,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC([O-])=O,"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C001144,NADH,HMDB0001487,C00004,16908.0,DB00157,58-68-4,C21H29N7O14P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4R,5R)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BOPGDPNILDQYTO-NNYOXOHSSA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000064,Cytidine monophosphate,HMDB0000095,C00055,17361.0,,63-37-6,C9H14N3O8P,"{[(2R,3S,4R,5R)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}phosphonic acid",NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1",IERHLVCPSMICTF-XVFCMESISA-N
SMP0012048,Glycine Betaine Biosynthesis II,Metabolic,PW_C000423,Magnesium,HMDB0000547,C00305,18420.0,DB01378,22537-22-0,Mg,magnesium(2+) ion,[Mg++],InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000810,Phosphohydroxypyruvic acid,HMDB0001024,C03232,30933.0,,3913-50-6,C3H5O7P,2-oxo-3-(phosphonooxy)propanoic acid,OC(=O)C(=O)COP(O)(O)=O,"InChI=1S/C3H5O7P/c4-2(3(5)6)1-10-11(7,8)9/h1H2,(H,5,6)(H2,7,8,9)",LFLUCDOSQPJJBE-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000095,L-Glutamic acid,HMDB0000148,C00025,16015.0,DB00142,56-86-0,C5H9NO4,(2S)-2-aminopentanedioic acid,N[C@@H](CCC(O)=O)C(O)=O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000134,Oxoglutaric acid,HMDB0000208,C00026,30915.0,DB02926,328-50-7,C5H6O5,2-oxopentanedioic acid,OC(=O)CCC(=O)C(O)=O,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)",KPGXRSRHYNQIFN-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001214,DL-O-Phosphoserine,HMDB0001721,C01005,37712.0,,17885-08-4,C3H8NO6P,2-amino-3-(phosphonooxy)propanoic acid,NC(COP(O)(O)=O)C(O)=O,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)",BZQFBWGGLXLEPQ-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000120,L-Serine,HMDB0000187,C00065,17115.0,DB00133,56-45-1,C3H7NO3,(2S)-2-amino-3-hydroxypropanoic acid,N[C@@H](CO)C(O)=O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001221,Tetrahydrofolic acid,HMDB0001846,C00101,20506.0,DB00116,135-16-0,C19H23N7O6,"2-{[4-({[(6S)-2-amino-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl]methyl}amino)phenyl]formamido}pentanedioic acid",NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)N2)N1,"InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11-,12?/m0/s1",MSTNYGQPCMXVAQ-PXYINDEMSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001420,Water,HMDB0002111,C00001,15377.0,,7732-18-5,H2O,water,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000078,Glycine,HMDB0000123,C00037,15428.0,DB00145,56-40-6,C2H5NO2,2-aminoacetic acid,NCC(O)=O,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001178,"5,10-Methylene-THF",HMDB0001533,C00143,15636.0,,3432-99-3,C20H23N7O6,"2-({4-[(6aR)-3-amino-1-oxo-1H,2H,5H,6H,6aH,7H,8H,9H-imidazolidino[1,5-f]pteridin-8-yl]phenyl}formamido)pentanedioic acid",[H][C@@]12CN(CN1C1=C(NC2)N=C(N)NC1=O)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O,"InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13?/m1/s1",QYNUQALWYRSVHF-PZORYLMUSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C022608,Ammonium,HMDB0041827,C01342,28938.0,,14798-03-9,H4N,azanium,[NH4+],InChI=1S/H3N/h1H3/p+1,QGZKDVFQNNGYKY-UHFFFAOYSA-O
SMP0002428,Glycine Metabolism,Metabolic,PW_C000143,NADP,HMDB0000217,C00006,18009.0,,53-59-8,C21H29N7O17P3,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3R,4R,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxy-4-(phosphonooxy)oxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1lambda5-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H28N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1-4,7-8,10-11,13-16,20-21,29-31H,5-6H2,(H7-,22,23,24,25,32,33,34,35,36,37,38,39)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",XJLXINKUBYWONI-NNYOXOHSSA-O
SMP0002428,Glycine Metabolism,Metabolic,PW_C001045,"5,10-Methenyltetrahydrofolic acid",HMDB0001354,C00445,15636.0,,7444-29-3,C20H21N7O6,"(6aR)-3-amino-8-(4-{[(1S)-3-carboxy-1-carboxylatopropyl]carbamoyl}phenyl)-1-oxo-1H,4H,5H,6H,6aH,7H,8H-10λ⁵-imidazo[1,5-f]pteridin-10-ylium",[H][C@@]12CN(C=[N+]1C1=C(NC2)NC(N)=NC1=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C([O-])=O,"InChI=1S/C20H21N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,9,12-13H,5-8H2,(H6-,21,22,23,24,25,28,29,30,31,32,33)/t12-,13+/m1/s1",MEANFMOQMXYMCT-OLZOCXBDSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000146,NADPH,HMDB0000221,C00005,16474.0,,53-57-6,C21H30N7O17P3,"{[(2S,3S,4S,5S)-2-(6-amino-9H-purin-9-yl)-5-[({[({[(2S,3R,4S,5S)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-4-hydroxyoxolan-3-yl]oxy}phosphonic acid",NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O,"InChI=1S/C21H30N7O17P3/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(44-46(33,34)35)14(30)11(43-21)6-41-48(38,39)45-47(36,37)40-5-10-13(29)15(31)20(42-10)27-3-1-2-9(4-27)18(23)32/h1,3-4,7-8,10-11,13-16,20-21,29-31H,2,5-6H2,(H2,23,32)(H,36,37)(H,38,39)(H2,22,24,25)(H2,33,34,35)/t10-,11-,13-,14-,15-,16-,20-,21-/m0/s1",ACFIXJIJDZMPPO-NCHANQSKSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000774,10-Formyltetrahydrofolate,HMDB0000972,C00234,15637.0,,2800-34-2,C20H23N7O7,"(2S)-2-[(4-{N-[(2-amino-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl)methyl]formamido}phenyl)formamido]pentanedioic acid",NC1=NC(=O)C2=C(NCC(CN(C=O)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2)N1,"InChI=1S/C20H23N7O7/c21-20-25-16-15(18(32)26-20)23-11(7-22-16)8-27(9-28)12-3-1-10(2-4-12)17(31)24-13(19(33)34)5-6-14(29)30/h1-4,9,11,13,23H,5-8H2,(H,24,31)(H,29,30)(H,33,34)(H4,21,22,25,26,32)/t11?,13-/m0/s1",AUFGTPPARQZWDO-YUZLPWPTSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C040034,Hydrogen Ion,HMDB0059597,C00080,15378.0,,,H,hydron,[H+],InChI=1S/p+1,GPRLSGONYQIRFK-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001034,Adenosine diphosphate,HMDB0001341,C00008,16761.0,,58-64-0,C10H15N5O10P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",XTWYTFMLZFPYCI-KQYNXXCUSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C001104,Phosphate,HMDB0001429,C00009,18367.0,,14265-44-2,O4P,phosphoric acid,[O-]P([O-])([O-])=O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-3",NBIIXXVUZAFLBC-UHFFFAOYSA-K
SMP0002428,Glycine Metabolism,Metabolic,PW_C000414,Adenosine triphosphate,HMDB0000538,C00002,15422.0,DB00171,56-65-5,C10H16N5O13P3,"({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid",NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",ZKHQWZAMYRWXGA-KQYNXXCUSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000092,Formic acid,HMDB0000142,C00058,30751.0,DB01942,64-18-6,CH2O2,formic acid,OC=O,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000109,L-Threonine,HMDB0000167,C00188,16857.0,DB00156,72-19-5,C4H9NO3,"(2S,3R)-2-amino-3-hydroxybutanoic acid",C[C@@H](O)[C@H](N)C(O)=O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",AYFVYJQAPQTCCC-GBXIJSLDSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000784,Acetaldehyde,HMDB0000990,C00084,15343.0,,75-07-0,C2H4O,acetaldehyde,CC=O,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000075,Glyoxylic acid,HMDB0000119,C00048,16891.0,DB04343,298-12-4,C2H2O3,2-oxoacetic acid,OC(=O)C=O,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",HHLFWLYXYJOTON-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000105,L-Alanine,HMDB0000161,C00041,16977.0,DB00160,56-41-7,C3H7NO2,(2S)-2-aminopropanoic acid,C[C@H](N)C(O)=O,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000164,Pyruvic acid,HMDB0000243,C00022,32816.0,DB00119,127-17-3,C3H4O3,2-oxopropanoic acid,CC(=O)C(O)=O,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",LCTONWCANYUPML-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000644,3-Phosphoglyceric acid,HMDB0000807,C00597,17050.0,,820-11-1,C3H7O7P,2-hydroxy-3-(phosphonooxy)propanoic acid,OC(COP(O)(O)=O)C(O)=O,"InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)",OSJPPGNTCRNQQC-UHFFFAOYSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C000721,NAD,HMDB0000902,C00003,15846.0,,53-84-9,C21H28N7O14P2,"1-[(2R,3R,4S,5R)-5-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)methyl]-3,4-dihydroxyoxolan-2-yl]-3-carbamoyl-1lambda5-pyridin-1-ylium",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,"InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BAWFJGJZGIEFAR-NNYOXOHSSA-O
SMP0002428,Glycine Metabolism,Metabolic,PW_C001144,NADH,HMDB0001487,C00004,16908.0,DB00157,58-68-4,C21H29N7O14P2,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4R,5R)-5-(3-carbamoyl-1,4-dihydropyridin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,"InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",BOPGDPNILDQYTO-NNYOXOHSSA-N
SMP0002428,Glycine Metabolism,Metabolic,PW_C002033,L-Allothreonine,HMDB0004041,C05519,28718.0,,28954-12-3,C4H9NO3,"(2S,3S)-2-amino-3-hydroxybutanoic acid",C[C@H](O)[C@H](N)C(O)=O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1",AYFVYJQAPQTCCC-HRFVKAFMSA-N
SMP0000859,Glycolysis,Metabolic,PW_C000077,D-Glucose,HMDB0000122,C00031,4167.0,,2280-44-6,C6H12O6,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1",WQZGKKKJIJFFOK-GASJEMHNSA-N
